0,22655,määrus,Maakonnaraamatukogude nimetamine,https://www.riigiteataja.ee/akt/22655.xml
1,185340,määrus,Erialade avamise ja sulgemise korra rakenduskõrgkoolis kinnitamine,https://www.riigiteataja.ee/akt/185340.xml
2,185530,määrus,Haldus- ja finantsosakonna põhimäärus,https://www.riigiteataja.ee/akt/185530.xml
3,185545,määrus,"Lihtsamate elektritööde loetelu, ettevõtja poolt teatises esitatavate andmete loetelu ja teatise esitamise korra kinnitamine",https://www.riigiteataja.ee/akt/185545.xml
4,185570,määrus,"Lisakontrolliõigusega elektritööde ettevõtja erapooletusele, personalile, tehnilisele varustusele, kontrollitegevuse nõuetekohasust tagavale süsteemile ning kontrollitegevuse ülevaatele esitatavate nõuete kinnitamine",https://www.riigiteataja.ee/akt/185570.xml
5,185589,määrus,Elektripaigaldise kasutuselevõtu kohta teatise esitamise ja elektripaigaldiste registrite pidamise korra kinnitamine,https://www.riigiteataja.ee/akt/185589.xml
6,185620,määrus,"Elektripaigaldiste loetelu, mille puhul nõuetekohasust hindab ja tõendab volitatud tõendamisasutus ning loetelu, mille puhul nõuetekohasust hindab ja tõendab lisakontrolliõigusega elektritööde ettevõtja kinnitamine",https://www.riigiteataja.ee/akt/185620.xml
7,185658,määrus,Tehnilise kontrolli teostajale esitatavate tehnilise kontrolli alase tegevuse nõuete kehtestamine,https://www.riigiteataja.ee/akt/185658.xml
8,185698,määrus,Tehnilise kontrolli teostaja poolt läbiviidava kohustusliku tehnilise kontrolli piirhindade kehtestamine,https://www.riigiteataja.ee/akt/185698.xml
9,185709,määrus,Surve- ja tõsteseadmete valmistamise ja kasutamise ohutuseeskirja kehtestamine,https://www.riigiteataja.ee/akt/185709.xml
10,186059,määrus,Krediidiasutuste kapitali adekvaatsuse ja riskide kontsentreerumise arvutamise juhendite ja aruannete kehtestamine,https://www.riigiteataja.ee/akt/186059.xml
11,186950,määrus,"Keeleinspektsiooni põhimääruse, struktuuri ja teenistujate koosseisu kinnitamine",https://www.riigiteataja.ee/akt/186950.xml
12,186957,määrus,Eesti Keele Instituudi põhikirja kinnitamine,https://www.riigiteataja.ee/akt/186957.xml
13,186962,määrus,Ajaloo Instituudi põhikirja kinnitamine,https://www.riigiteataja.ee/akt/186962.xml
14,188044,määrus,"Eesti sise- ja territoriaalmeres, majandusvööndis ning Peipsi, Lämmi- ja Pihkva järvel otsingu- ja päästetööde tegemise korra kinnitamine",https://www.riigiteataja.ee/akt/188044.xml
15,188111,määrus,Riikliku hooneregistri pidamise põhimäärus,https://www.riigiteataja.ee/akt/188111.xml
16,188285,määrus,Kohtute osakonna põhimääruse kinnitamine,https://www.riigiteataja.ee/akt/188285.xml
17,188294,määrus,Murru Vangla teenistujate koosseis,https://www.riigiteataja.ee/akt/188294.xml
18,188585,määrus,Tee-ehitusmaterjalide tõendamine,https://www.riigiteataja.ee/akt/188585.xml
19,188905,määrus,Murru Vangla põhimäärus,https://www.riigiteataja.ee/akt/188905.xml
20,188908,määrus,Tõuaretuseeskirjade kinnitamine,https://www.riigiteataja.ee/akt/188908.xml
21,189037,määrus,Sideameti struktuur ja teenistujate koosseis,https://www.riigiteataja.ee/akt/189037.xml
22,189234,määrus,Tekstiilitoodete päritolusertifikaadi väljastamise ja täitmise kord,https://www.riigiteataja.ee/akt/189234.xml
23,189263,määrus,Maksumaksjate ja maksu kinnipidajate riikliku registri asutamine,https://www.riigiteataja.ee/akt/189263.xml
24,189276,määrus,Pinnase ja põhjavee saasteainete ajutiste kontrollarvude kinnitamine,https://www.riigiteataja.ee/akt/189276.xml
25,189288,määrus,Elektrivõrguga liitumise kord,https://www.riigiteataja.ee/akt/189288.xml
26,189314,määrus,Gaasivõrguga liitumise kord,https://www.riigiteataja.ee/akt/189314.xml
27,189339,määrus,Soojusvõrguga liitumise kord,https://www.riigiteataja.ee/akt/189339.xml
28,189411,määrus,"Loodusobjekti kaitse alla võtmise korra ning II kategooria kaitsealuste taime-, seene- ja loomaliikide ning kivististe nimekirjade kinnitamine",https://www.riigiteataja.ee/akt/189411.xml
29,189784,määrus,Politseikooli struktuur ja teenistujate koosseis,https://www.riigiteataja.ee/akt/189784.xml
30,189873,määrus,Valga Politseiprefektuuri struktuur ja teenistujate koosseis,https://www.riigiteataja.ee/akt/189873.xml
31,190047,määrus,Nõuded tulekahju-signalisatsioonisüsteemidele,https://www.riigiteataja.ee/akt/190047.xml
32,190091,määrus,Politseiameti põhimäärus,https://www.riigiteataja.ee/akt/190091.xml
33,190215,määrus,Rapla Politseiprefektuuri struktuur ja teenistujate koosseis,https://www.riigiteataja.ee/akt/190215.xml
34,190412,määrus,Ida-Viru Politseiprefektuuri struktuur ja teenistujate koosseis,https://www.riigiteataja.ee/akt/190412.xml
35,190425,määrus,Narva Politseiprefektuuri struktuur ja teenistujate koosseis,https://www.riigiteataja.ee/akt/190425.xml
36,190466,määrus,Maa- ja linnakohtute juures asuvate kriminaalhooldusosakondade talitusteks jagunemise ja kriminaalhooldusosakonade ning - talituste asukohtade ja tööpiirkondade määramine,https://www.riigiteataja.ee/akt/190466.xml
37,190475,määrus,Vangla teenistusvalve kord,https://www.riigiteataja.ee/akt/190475.xml
38,191382,määrus,"""Riiklike järelevalveorganite teavitamise korra Eesti Vabariigi sadamatesse saabuvatest ja nendest lahkuvatest laevadest"" kinnitamine""",https://www.riigiteataja.ee/akt/191382.xml
39,191725,määrus,Investorile ja Tagatisfondile esitatavate andmete loetelu ja esitamise kord,https://www.riigiteataja.ee/akt/191725.xml
40,192150,määrus,Õppekavade ja õppevormide koefitsientide kinnitamine,https://www.riigiteataja.ee/akt/192150.xml
41,192154,määrus,Kõrgharidusstandard,https://www.riigiteataja.ee/akt/192154.xml
42,192222,määrus,Riikliku alkoholiregistri asutamine,https://www.riigiteataja.ee/akt/192222.xml
43,192270,määrus,"Põlva Teedevalitsuse, Valga Teedevalitsuse ja Võru Teedevalitsuse ümberkorraldamine",https://www.riigiteataja.ee/akt/192270.xml
44,192408,määrus,"Meremehe teenistusraamatu ja meresõidutunnistuse väljaandmise, väljavahetamise ning kehtetuks tunnistamise korra ja tähtaegade ning väljaandmise ja väljavahetamise taotlemisel esitatavate tõendite ja andmete loetelu kinnitamine",https://www.riigiteataja.ee/akt/192408.xml
45,192448,määrus,"Välismaalase passi ja ajutise reisidokumendi väljaandmise, väljavahetamise ja kehtetuks tunnistamise kord ja tähtajad ning väljaandmise ja väljavahetamise taotlemisel esitatavate tõendite ja andmete loetelu kinnitamine",https://www.riigiteataja.ee/akt/192448.xml
46,193408,määrus,Kohustusliku pensionifondi osakute väljalaske kord,https://www.riigiteataja.ee/akt/193408.xml
